ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20253883,2025-09-18,17:31,Rishikesh-Haridwar Highway,30.078979,78.294766,North,Bus,Rainy,State Highway,Daylight,Major,Lane changing without signal,8,0,47,41-60
20253884,2025-10-25,14:06,"Varkala Road, Kerala",8.744514,76.704298,South,Scooter,Clear,State Highway,Daylight,Minor,Over-speeding,0,0,19,<26
20253885,2025-07-12,15:58,"Pink City Road, Jaipur",26.921398,75.791459,North,Bus,Rainy,National Highway,Daylight,Minor,Lane changing without signal,1,0,57,41-60
20253886,2025-12-10,15:25,"Indiranagar 100ft Road, Bangalore",12.972507,77.63897,South,Tractor,Windy,City Road,Daylight,Major,Lane changing without signal,1,0,31,26-40
20253887,2025-07-17,20:21,"Anna Salai, Chennai",13.064644,80.264481,South,Van,Stormy,State Highway,Darkness (Lit),Fatal,Pedestrian error,8,4,34,26-40
20253888,2025-04-25,09:11,"MVP Colony, Visakhapatnam",17.705667,83.325407,South,Motorcycle,Clear,Residential Street,Daylight,Minor,Road rage,0,0,28,26-40
20253889,2025-01-16,15:50,"Bibvewadi, Pune",18.484291,73.858038,West,Auto-rickshaw,Clear,State Highway,Daylight,Major,Drunk driving,7,0,32,26-40
20253890,2025-10-18,14:31,"S.G. Highway, Ahmedabad",23.01207,72.584895,West,Scooter,Clear,State Highway,Daylight,Minor,Drunk driving,2,0,28,26-40
20253891,2025-04-27,22:07,"Main Guard Gate, Trichy",10.835631,78.707635,South,Scooter,Clear,City Road,Darkness (Lit),Minor,Drunk driving,1,0,38,26-40
20253892,2025-01-17,15:21,"MVP Colony, Visakhapatnam",17.724879,83.323554,South,Tractor,Clear,National Highway,Daylight,Major,Over-speeding,1,0,18,<26
20253893,2025-05-09,08:15,"Race Course, Coimbatore",11.023485,76.947332,South,Car,Windy,National Highway,Daylight,Minor,Over-speeding,3,0,48,41-60
20253894,2025-09-04,19:25,"Marine Drive, Kochi",9.986351,76.283489,South,Auto-rickshaw,Rainy,Rural Road,Twilight,Minor,Lane changing without signal,4,0,48,41-60
20253895,2025-04-01,07:52,"FC Road, Pune",18.52535,73.840772,West,Motorcycle,Stormy,National Highway,Daylight,Fatal,Drunk driving,8,3,38,26-40
20253896,2025-09-09,16:26,"Gateway Area, Mumbai",18.909405,72.824013,West,Truck,Rainy,City Road,Daylight,Minor,Tailgating,0,0,36,26-40
20253897,2025-11-15,19:44,"Kothrud, Pune",18.521615,73.80227,West,Truck,Clear,City Road,Twilight,Minor,Tailgating,0,0,48,41-60
20253898,2025-12-20,15:44,"T. Nagar, Chennai",13.050166,80.232176,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Major,Wrong-side driving,8,0,37,26-40
20253899,2025-12-13,19:29,"Outer Ring Road, Bangalore",12.925538,77.626757,South,Bus,Clear,City Road,Twilight,Minor,Signal violation,3,0,61,60+
20253900,2025-09-08,16:00,"NH-48 Highway, Delhi-Mumbai",22.355138,72.932557,West,Van,Foggy,City Road,Daylight,Major,Lane changing without signal,8,0,38,26-40
20253901,2025-05-29,20:00,"Gomti Nagar, Lucknow",26.880781,80.985982,North,Bus,Clear,Rural Road,Darkness (Lit),Minor,Lane changing without signal,2,0,43,41-60
20253902,2025-11-02,07:48,"M.G. Road, Indore",22.717038,75.862066,Central,Auto-rickshaw,Clear,City Road,Daylight,Minor,Sleep deprivation,4,0,29,26-40
20253903,2025-12-30,09:11,"MG Road, Bangalore",12.962886,77.597039,South,Car,Clear,Residential Street,Daylight,Minor,Bad lighting,1,0,26,26-40
20253904,2025-09-09,15:50,"Varkala Road, Kerala",8.72813,76.722855,South,SUV,Cloudy,State Highway,Daylight,Major,Distracted driving,7,0,40,26-40
20253905,2025-01-10,19:07,"Chandni Chowk, Delhi",28.648869,77.220199,North,Tractor,Foggy,State Highway,Twilight,Major,Over-speeding,5,0,33,26-40
20253906,2025-01-02,15:53,"Mall Road, Shimla",31.100896,77.180573,North,Truck,Clear,State Highway,Daylight,Major,Distracted driving,7,0,27,26-40
20253907,2025-03-16,18:16,"Race Course, Coimbatore",11.014952,76.940873,South,Tractor,Clear,City Road,Twilight,Major,Bad lighting,2,0,44,41-60
20253908,2025-09-28,16:27,"Charminar Area, Hyderabad",17.349996,78.473495,South,Bus,Rainy,Rural Road,Daylight,Minor,Sleep deprivation,1,0,46,41-60
20253909,2025-11-10,17:15,"Civil Lines, Nagpur",21.136671,79.079078,Central,Motorcycle,Clear,City Road,Daylight,Minor,Using phone while driving,3,0,18,<26
20253910,2025-03-18,12:07,"Sector 17, Chandigarh",30.732812,76.793817,North,Motorcycle,Clear,Residential Street,Daylight,Major,Brake failure,3,0,24,<26
20253911,2025-01-20,14:52,"Bibvewadi, Pune",18.481996,73.874425,West,Truck,Clear,Residential Street,Daylight,Minor,Pedestrian error,2,0,48,41-60
20253912,2025-09-25,02:33,"Howrah Bridge Road, Kolkata",22.597807,88.349705,East,Car,Rainy,State Highway,Darkness (Lit),Major,Distracted driving,6,0,49,41-60
20253913,2025-07-22,14:46,"Electronic City, Bangalore",12.83715,77.680935,South,Car,Clear,National Highway,Daylight,Major,Signal violation,8,0,25,<26
20253914,2025-08-15,16:14,"Gomti Nagar, Lucknow",26.869753,80.981657,North,Lorry,Windy,National Highway,Daylight,Major,Poor road condition,7,0,35,26-40
20253915,2025-10-21,19:14,"Hazratganj, Lucknow",26.83269,80.937666,North,Motorcycle,Clear,City Road,Twilight,Major,Tailgating,2,0,26,26-40
20253916,2025-10-12,16:31,"Sabarmati Road, Ahmedabad",23.054986,72.56846,West,Bus,Foggy,National Highway,Daylight,Major,Wrong-side driving,7,0,44,41-60
20253917,2025-03-14,15:01,"Indiranagar 100ft Road, Bangalore",12.964047,77.63713,South,Motorcycle,Clear,City Road,Daylight,Minor,Vehicle malfunction,2,0,21,<26
20253918,2025-07-23,16:33,"Mall Road, Shimla",31.090836,77.172352,North,Bus,Rainy,State Highway,Daylight,Major,Over-speeding,6,0,39,26-40
20253919,2025-01-05,02:39,"Golden Temple Road, Amritsar",31.632389,74.874362,North,SUV,Cloudy,City Road,Darkness (Unlit),Minor,Tailgating,2,0,27,26-40
20253920,2025-02-03,19:39,"Connaught Place, Delhi",28.625814,77.224366,North,Auto-rickshaw,Clear,City Road,Twilight,Major,Tire burst,5,1,18,<26
20253921,2025-06-14,09:24,"Varkala Road, Kerala",8.736859,76.713453,South,Auto-rickshaw,Rainy,City Road,Daylight,Minor,Animal crossing,1,0,47,41-60
20253922,2025-06-07,19:24,"Chenab Bridge Approach, J&K",33.155249,74.840986,North,Motorcycle,Rainy,Residential Street,Twilight,Major,Over-speeding,1,0,36,26-40
20253923,2025-07-06,17:54,"Boring Road, Patna",25.622271,85.124148,East,Lorry,Rainy,Rural Road,Daylight,Minor,Road rage,1,0,49,41-60
20253924,2025-06-13,08:22,"Gateway Area, Mumbai",18.933125,72.83102,West,Truck,Clear,Residential Street,Daylight,Minor,Bad lighting,0,0,23,<26
20253925,2025-03-21,17:56,"Marine Drive, Mumbai",18.943739,72.834371,West,Car,Clear,Rural Road,Daylight,Minor,Signal violation,2,0,18,<26
20253926,2025-10-19,09:37,"Hitech City, Hyderabad",17.433203,78.36661,South,Motorcycle,Clear,Residential Street,Daylight,Major,Overloading,3,0,22,<26
20253927,2025-06-05,17:34,"Vartak Nagar, Thane",19.212574,72.986104,West,Car,Cloudy,City Road,Daylight,Minor,Tire burst,3,0,24,<26
20253928,2025-04-17,20:15,"Arera Colony, Bhopal",23.220574,77.432419,Central,Motorcycle,Heatwave,City Road,Darkness (Lit),Minor,Road rage,0,0,32,26-40
20253929,2025-01-07,18:52,"Hazratganj, Lucknow",26.844036,80.934559,North,Auto-rickshaw,Foggy,City Road,Twilight,Major,Sleep deprivation,2,0,53,41-60
20253930,2025-12-18,12:50,"Bistupur, Jamshedpur",22.796476,86.203811,East,Car,Clear,City Road,Daylight,Minor,Bad lighting,4,0,18,<26
20253931,2025-10-17,13:32,"MVP Colony, Visakhapatnam",17.726053,83.321237,South,Auto-rickshaw,Clear,State Highway,Daylight,Fatal,Drunk driving,6,1,27,26-40
20253932,2025-10-14,20:47,"FC Road, Pune",18.527629,73.830393,West,Motorcycle,Clear,City Road,Darkness (Lit),Minor,Bad lighting,2,0,40,26-40
20253933,2025-05-15,16:35,"Park Street, Kolkata",22.554438,88.344355,East,Scooter,Clear,State Highway,Daylight,Minor,Tire burst,2,0,34,26-40
20253934,2025-11-15,17:57,"Race Course, Coimbatore",11.021044,76.969063,South,Truck,Clear,City Road,Daylight,Minor,Lane changing without signal,0,0,37,26-40
20253935,2025-06-22,13:09,"Chandni Chowk, Delhi",28.645823,77.238576,North,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Over-speeding,2,0,36,26-40
20253936,2025-02-25,12:54,"FC Road, Pune",18.514656,73.852587,West,Auto-rickshaw,Foggy,State Highway,Daylight,Major,Drunk driving,6,1,49,41-60
20253937,2025-08-10,18:54,"Zion Hill, Kodaikanal",10.223973,77.484667,South,Car,Rainy,City Road,Twilight,Minor,Tire burst,3,0,30,26-40
20253938,2025-10-22,09:51,"Boring Road, Patna",25.614188,85.129021,East,Bus,Stormy,State Highway,Daylight,Major,Over-speeding,1,0,51,41-60
20253939,2025-06-16,19:05,"Gomti Nagar, Lucknow",26.875422,81.002681,North,Auto-rickshaw,Stormy,Rural Road,Twilight,Minor,Over-speeding,0,0,46,41-60
20253940,2025-05-20,14:58,"Rajpath, Delhi",28.622779,77.203354,North,Motorcycle,Cloudy,National Highway,Daylight,Minor,Over-speeding,4,0,32,26-40
20253941,2025-01-26,08:41,"Salt Lake City, Kolkata",22.594657,88.40681,East,Motorcycle,Clear,City Road,Daylight,Major,Using phone while driving,4,1,26,26-40
20253942,2025-10-03,09:16,"Zion Hill, Kodaikanal",10.252447,77.481697,South,Bus,Foggy,National Highway,Daylight,Fatal,Drunk driving,4,6,36,26-40
20253943,2025-04-03,15:16,"Bibvewadi, Pune",18.468502,73.864032,West,Motorcycle,Heatwave,Residential Street,Daylight,Minor,Brake failure,4,0,37,26-40
20253944,2025-06-20,19:02,"Marine Drive, Mumbai",18.930289,72.819009,West,Bus,Rainy,Residential Street,Twilight,Minor,Vehicle malfunction,2,0,41,41-60
20253945,2025-08-29,18:55,"Anna Salai, Chennai",13.072786,80.260197,South,Motorcycle,Rainy,Residential Street,Twilight,Minor,Overloading,0,0,23,<26
20253946,2025-09-04,14:58,Rishikesh-Haridwar Highway,30.075806,78.294677,North,Auto-rickshaw,Clear,State Highway,Daylight,Major,Wrong-side driving,2,0,36,26-40
20253947,2025-11-21,22:53,"Outer Ring Road, Bangalore",12.948855,77.617633,South,Motorcycle,Cloudy,City Road,Darkness (Lit),Fatal,Wrong-side driving,7,3,22,<26
20253948,2025-07-22,13:34,"Arera Colony, Bhopal",23.229061,77.4451,Central,Motorcycle,Rainy,Rural Road,Daylight,Major,Brake failure,8,0,28,26-40
20253949,2025-07-04,15:56,"Main Guard Gate, Trichy",10.831949,78.680966,South,Truck,Rainy,Residential Street,Daylight,Major,Distracted driving,2,0,42,41-60
20253950,2025-05-18,14:19,"Vartak Nagar, Thane",19.222687,72.978895,West,Motorcycle,Clear,Rural Road,Daylight,Minor,Using phone while driving,3,0,33,26-40
20253951,2025-04-22,17:34,"Anna Salai, Chennai",13.065176,80.257156,South,Car,Cloudy,National Highway,Daylight,Major,Over-speeding,4,0,42,41-60
20253952,2025-08-16,19:10,"Race Course, Coimbatore",11.017003,76.955045,South,Motorcycle,Rainy,Rural Road,Twilight,Minor,Vehicle malfunction,1,0,28,26-40
20253953,2025-04-27,17:56,"Palm Beach Road, Navi Mumbai",19.005907,73.02631,West,Car,Cloudy,Rural Road,Daylight,Major,Using phone while driving,3,0,20,<26
20253954,2025-09-25,22:59,"Charminar Area, Hyderabad",17.366446,78.463304,South,Truck,Foggy,City Road,Darkness (Lit),Major,Drunk driving,8,0,32,26-40
20253955,2025-08-20,09:30,"Electronic City, Bangalore",12.842141,77.674596,South,Auto-rickshaw,Rainy,State Highway,Daylight,Major,Wrong-side driving,1,0,29,26-40
20253956,2025-05-29,10:21,"Outer Ring Road, Bangalore",12.92279,77.610627,South,Motorcycle,Clear,National Highway,Daylight,Major,Overloading,5,0,25,<26
20253957,2025-03-08,14:27,"Gateway Area, Mumbai",18.916338,72.827233,West,Car,Clear,Rural Road,Daylight,Fatal,Animal crossing,11,6,26,26-40
20253958,2025-03-02,11:20,"Hazratganj, Lucknow",26.86168,80.945968,North,Scooter,Cloudy,National Highway,Daylight,Major,Tailgating,2,0,33,26-40
20253959,2025-12-11,08:43,"Fatehpur Sikri Road, Agra",27.105912,77.669221,North,Motorcycle,Clear,City Road,Daylight,Major,Bad lighting,2,0,34,26-40
20253960,2025-02-05,01:00,"Race Course, Coimbatore",11.005138,76.95203,South,Truck,Clear,State Highway,Darkness (Lit),Major,Drunk driving,6,0,44,41-60
20253961,2025-04-07,15:54,"Hazratganj, Lucknow",26.84321,80.932288,North,Van,Clear,City Road,Daylight,Minor,Signal violation,4,0,46,41-60
20253962,2025-09-24,15:04,"S.G. Highway, Ahmedabad",23.032333,72.565728,West,Car,Rainy,National Highway,Daylight,Minor,Over-speeding,4,0,40,26-40
20253963,2025-11-06,03:59,"Connaught Place, Delhi",28.640129,77.223404,North,Motorcycle,Clear,National Highway,Darkness (Lit),Major,Over-speeding,2,0,18,<26
20253964,2025-09-20,14:13,"Anna Salai, Chennai",13.046256,80.249389,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Major,Animal crossing,4,0,28,26-40
20253965,2025-04-24,18:39,"Mall Road, Shimla",31.091578,77.183334,North,Car,Clear,Rural Road,Twilight,Minor,Overloading,2,0,27,26-40
20253966,2025-06-17,18:10,"Salt Lake City, Kolkata",22.594529,88.422507,East,Motorcycle,Rainy,National Highway,Twilight,Minor,Tailgating,1,0,27,26-40
20253967,2025-10-16,14:12,"Victoria Memorial Area, Kolkata",22.538957,88.338675,East,Car,Clear,Rural Road,Daylight,Major,Road rage,7,0,34,26-40
20253968,2025-01-14,15:39,Rishikesh-Haridwar Highway,30.065552,78.290112,North,Van,Foggy,National Highway,Daylight,Fatal,Poor road condition,7,3,40,26-40
20253969,2025-02-16,17:38,"Vartak Nagar, Thane",19.228939,72.984136,West,Motorcycle,Clear,City Road,Daylight,Minor,Poor road condition,2,0,29,26-40
20253970,2025-01-21,04:08,"M.G. Road, Indore",22.727174,75.859955,Central,Car,Clear,State Highway,Darkness (Lit),Fatal,Wrong-side driving,11,5,33,26-40
20253971,2025-06-13,20:19,"Zion Hill, Kodaikanal",10.24938,77.491069,South,Car,Rainy,City Road,Darkness (Lit),Major,Sleep deprivation,5,0,26,26-40
20253972,2025-06-11,07:32,"Victoria Memorial Area, Kolkata",22.554109,88.347796,East,Truck,Rainy,City Road,Daylight,Major,Using phone while driving,8,0,41,41-60
20253973,2025-06-27,17:03,"Hazratganj, Lucknow",26.834109,80.931298,North,Car,Rainy,State Highway,Daylight,Minor,Distracted driving,4,0,18,<26
20253974,2025-11-25,17:50,"Howrah Bridge Road, Kolkata",22.575457,88.340839,East,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Lane changing without signal,2,0,38,26-40
20253975,2025-08-21,10:32,"Sayajigunj, Vadodara",22.313565,73.173132,West,Motorcycle,Rainy,State Highway,Daylight,Major,Poor road condition,6,1,28,26-40
20253976,2025-04-09,20:44,"Gateway Area, Mumbai",18.934959,72.829889,West,Tractor,Clear,City Road,Darkness (Lit),Minor,Lane changing without signal,3,0,54,41-60
20253977,2025-01-11,20:27,"M.G. Road, Indore",22.726313,75.86191,Central,Auto-rickshaw,Foggy,National Highway,Darkness (Unlit),Minor,Wrong-side driving,3,0,40,26-40
20253978,2025-02-23,01:02,"Hitech City, Hyderabad",17.4558,78.363467,South,Car,Clear,National Highway,Darkness (Lit),Minor,Over-speeding,0,0,25,<26
20253979,2025-04-02,07:52,"Salt Lake City, Kolkata",22.589689,88.409534,East,Car,Clear,Residential Street,Daylight,Major,Wrong-side driving,3,1,30,26-40
20253980,2025-03-10,13:47,"NH-48 Highway, Delhi-Mumbai",22.353414,72.927322,West,Car,Clear,State Highway,Daylight,Major,Over-speeding,7,0,42,41-60
20253981,2025-08-14,14:32,"Marine Drive, Mumbai",18.951773,72.837,West,Truck,Rainy,Rural Road,Daylight,Major,Wrong-side driving,7,0,48,41-60
20253982,2025-12-28,16:12,"Paltan Bazaar, Guwahati",26.17766,91.745062,East,Truck,Clear,National Highway,Daylight,Minor,Drunk driving,1,0,62,60+
20253983,2025-02-14,03:56,"Paltan Bazaar, Guwahati",26.180333,91.754027,East,Motorcycle,Clear,City Road,Darkness (Lit),Minor,Overloading,4,0,24,<26
20253984,2025-03-24,16:00,"Pink City Road, Jaipur",26.923765,75.782192,North,Motorcycle,Windy,City Road,Daylight,Minor,Over-speeding,4,0,18,<26
20253985,2025-10-01,14:38,"Banjara Hills, Hyderabad",17.415191,78.431192,South,Motorcycle,Clear,City Road,Daylight,Minor,Brake failure,4,0,18,<26
20253986,2025-02-25,23:41,"Outer Ring Road, Bangalore",12.946807,77.62833,South,Motorcycle,Windy,Residential Street,Darkness (Lit),Fatal,Drunk driving,11,1,21,<26
20253987,2025-11-03,16:00,"Marine Drive, Mumbai",18.933061,72.810931,West,Motorcycle,Clear,Residential Street,Daylight,Minor,Bad lighting,1,0,40,26-40
20253988,2025-04-18,11:12,"Marine Drive, Kochi",9.987386,76.261728,South,Motorcycle,Windy,City Road,Daylight,Minor,Road rage,4,0,18,<26
20253989,2025-08-10,18:59,"M.G. Road, Indore",22.715669,75.85888,Central,Auto-rickshaw,Rainy,National Highway,Twilight,Fatal,Over-speeding,12,6,34,26-40
20253990,2025-02-13,11:39,"Howrah Bridge Road, Kolkata",22.595371,88.338002,East,Truck,Clear,City Road,Daylight,Minor,Lane changing without signal,0,0,27,26-40
20253991,2025-01-10,12:28,"Race Course, Coimbatore",11.003792,76.942156,South,Car,Clear,City Road,Daylight,Minor,Distracted driving,4,0,24,<26
20253992,2025-11-19,15:37,"Rajpath, Delhi",28.60962,77.205591,North,Motorcycle,Clear,State Highway,Daylight,Fatal,Wrong-side driving,3,2,31,26-40
20253993,2025-02-21,09:17,"Victoria Memorial Area, Kolkata",22.539803,88.349854,East,Car,Rainy,Residential Street,Daylight,Minor,Using phone while driving,3,0,58,41-60
20253994,2025-01-03,17:57,"Civil Lines, Nagpur",21.134025,79.074535,Central,Motorcycle,Foggy,Rural Road,Daylight,Major,Wrong-side driving,5,0,42,41-60
20253995,2025-05-30,00:50,"Anna Salai, Chennai",13.062151,80.235028,South,Car,Clear,State Highway,Darkness (Lit),Major,Vehicle malfunction,4,0,37,26-40
20253996,2025-03-29,17:19,"Sector 17, Chandigarh",30.73057,76.788463,North,Truck,Clear,City Road,Daylight,Major,Poor road condition,4,0,63,60+
20253997,2025-07-23,01:18,"NH-48 Highway, Delhi-Mumbai",22.357605,72.935506,West,Car,Rainy,City Road,Darkness (Lit),Minor,Pedestrian error,3,0,27,26-40
20253998,2025-11-17,09:50,"T. Nagar, Chennai",13.041893,80.224408,South,Bus,Clear,City Road,Daylight,Major,Poor road condition,7,0,36,26-40
20253999,2025-05-13,19:49,"Victoria Memorial Area, Kolkata",22.545907,88.345763,East,Motorcycle,Clear,City Road,Twilight,Minor,Animal crossing,0,0,18,<26
20254000,2025-07-03,19:06,"Bandra West, Mumbai",19.054145,72.816822,West,Motorcycle,Rainy,State Highway,Twilight,Fatal,Signal violation,6,2,18,<26
20254001,2025-05-03,14:30,"MG Road, Bangalore",12.972542,77.581143,South,SUV,Clear,Rural Road,Daylight,Minor,Tire burst,1,0,38,26-40
20254002,2025-02-14,14:02,"Bandra West, Mumbai",19.048046,72.821413,West,Car,Clear,Residential Street,Daylight,Major,Poor road condition,7,0,30,26-40
20254003,2025-08-01,10:48,"Howrah Bridge Road, Kolkata",22.597586,88.333814,East,Scooter,Rainy,Residential Street,Daylight,Major,Tire burst,7,0,18,<26
20254004,2025-12-21,11:09,"Salt Lake City, Kolkata",22.59148,88.408725,East,Motorcycle,Cloudy,National Highway,Daylight,Major,Overloading,4,0,18,<26
20254005,2025-12-01,20:44,"MVP Colony, Visakhapatnam",17.700725,83.316482,South,Auto-rickshaw,Rainy,National Highway,Darkness (Unlit),Major,Drunk driving,4,0,18,<26
20254006,2025-04-11,11:47,"Fatehpur Sikri Road, Agra",27.085845,77.664213,North,Auto-rickshaw,Clear,National Highway,Daylight,Fatal,Drunk driving,5,5,50,41-60
20254007,2025-12-04,11:11,Rishikesh-Haridwar Highway,30.069668,78.298967,North,Bus,Foggy,City Road,Daylight,Minor,Road rage,3,0,23,<26
20254008,2025-11-25,09:11,"Outer Ring Road, Bangalore",12.940271,77.624386,South,Tractor,Clear,National Highway,Daylight,Fatal,Signal violation,4,6,42,41-60
20254009,2025-11-25,06:17,"Marine Drive, Mumbai",18.933467,72.816039,West,Motorcycle,Clear,Rural Road,Daylight,Minor,Animal crossing,0,0,30,26-40
20254010,2025-09-12,16:12,"Kothrud, Pune",18.50048,73.796151,West,Car,Clear,State Highway,Daylight,Major,Drunk driving,7,0,42,41-60
20254011,2025-07-31,20:10,"Raja Park, Jaipur",26.909577,75.841311,North,Car,Cloudy,Residential Street,Darkness (Lit),Minor,Overloading,1,0,28,26-40
20254012,2025-11-28,20:30,"Vartak Nagar, Thane",19.231987,72.977463,West,Motorcycle,Clear,Rural Road,Darkness (Lit),Minor,Bad lighting,1,0,31,26-40
20254013,2025-01-03,19:05,"Gomti Nagar, Lucknow",26.858674,80.986018,North,Motorcycle,Foggy,City Road,Twilight,Minor,Using phone while driving,0,0,26,26-40
20254014,2025-11-25,20:42,"Boring Road, Patna",25.600619,85.117,East,Car,Cloudy,State Highway,Darkness (Lit),Fatal,Wrong-side driving,12,4,37,26-40
20254015,2025-07-01,14:07,"Salt Lake City, Kolkata",22.59397,88.426687,East,Bus,Rainy,State Highway,Daylight,Major,Poor road condition,7,0,40,26-40
20254016,2025-09-14,14:20,Rishikesh-Haridwar Highway,30.063919,78.285305,North,Car,Clear,Residential Street,Daylight,Major,Brake failure,6,0,44,41-60
20254017,2025-11-14,19:10,"Chenab Bridge Approach, J&K",33.14512,74.846779,North,Bus,Clear,City Road,Twilight,Minor,Overloading,0,0,36,26-40
20254018,2025-01-29,18:56,"Victoria Memorial Area, Kolkata",22.536477,88.349678,East,Scooter,Foggy,Rural Road,Twilight,Major,Signal violation,1,0,26,26-40
